"Chapter","Code","CodeLength","Description","DescriptionSource"
"20","W571","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Residential institution","Edition5"
"20","W572","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: School, other institution and public administrative area","Edition5"
"20","W573","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Sports and athletics area","Edition5"
"20","W574","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Street and highway","Edition5"
"20","W575","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Trade and service area","Edition5"
"20","W576","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Industrial and construction area","Edition5"
"20","W577","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Farm","Edition5"
"20","W578","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Other specified places","Edition5"
"20","W579","4","Bitten or stung by nonvenomous insect and other nonvenomous arthropods: Unspecified place","Edition5"
"20","W58","3","Bitten or struck by crocodile or alligator","Edition5"
"20","W580","4","Bitten or struck by crocodile or alligator: Home","Edition5"
"20","W581","4","Bitten or struck by crocodile or alligator: Residential institution","Edition5"
"20","W582","4","Bitten or struck by crocodile or alligator: School, other institution and public administrative area","Edition5"
"20","W583","4","Bitten or struck by crocodile or alligator: Sports and athletics area","Edition5"
"20","W584","4","Bitten or struck by crocodile or alligator: Street and highway","Edition5"
"20","W585","4","Bitten or struck by crocodile or alligator: Trade and service area","Edition5"
"20","W586","4","Bitten or struck by crocodile or alligator: Industrial and construction area","Edition5"
"20","W587","4","Bitten or struck by crocodile or alligator: Farm","Edition5"
"20","W588","4","Bitten or struck by crocodile or alligator: Other specified places","Edition5"
"20","W589","4","Bitten or struck by crocodile or alligator: Unspecified place","Edition5"
"20","W59","3","Bitten or crushed by other reptiles","Edition5"
"20","W590","4","Bitten or crushed by other reptiles: Home","Edition5"
"20","W591","4","Bitten or crushed by other reptiles: Residential institution","Edition5"
"20","W592","4","Bitten or crushed by other reptiles: School, other institution and public administrative area","Edition5"
"20","W593","4","Bitten or crushed by other reptiles: Sports and athletics area","Edition5"
"20","W594","4","Bitten or crushed by other reptiles: Street and highway","Edition5"
"20","W595","4","Bitten or crushed by other reptiles: Trade and service area","Edition5"
"20","W596","4","Bitten or crushed by other reptiles: Industrial and construction area","Edition5"
"20","W597","4","Bitten or crushed by other reptiles: Farm","Edition5"
"20","W598","4","Bitten or crushed by other reptiles: Other specified places","Edition5"
"20","W599","4","Bitten or crushed by other reptiles: Unspecified place","Edition5"
"20","W60","3","Contact with plant thorns and spines and sharp leaves","Edition5"
"20","W600","4","Contact with plant thorns and spines and sharp leaves: Home","Edition5"
"20","W601","4","Contact with plant thorns and spines and sharp leaves: Residential institution","Edition5"
"20","W602","4","Contact with plant thorns and spines and sharp leaves: School, other institution and public administrative area","Edition5"
"20","W603","4","Contact with plant thorns and spines and sharp leaves: Sports and athletics area","Edition5"
"20","W604","4","Contact with plant thorns and spines and sharp leaves: Street and highway","Edition5"
"20","W605","4","Contact with plant thorns and spines and sharp leaves: Trade and service area","Edition5"
"20","W606","4","Contact with plant thorns and spines and sharp leaves: Industrial and construction area","Edition5"
"20","W607","4","Contact with plant thorns and spines and sharp leaves: Farm","Edition5"
"20","W608","4","Contact with plant thorns and spines and sharp leaves: Other specified places","Edition5"
"20","W609","4","Contact with plant thorns and spines and sharp leaves: Unspecified place","Edition5"
"20","W64","3","Exposure to other and unspecified animate mechanical forces","Edition5"
"20","W640","4","Exposure to other and unspecified animate mechanical forces: Home","Edition5"
"20","W641","4","Exposure to other and unspecified animate mechanical forces: Residential institution","Edition5"
"20","W642","4","Exposure to other and unspecified animate mechanical forces: School, other institution and public administrative area","Edition5"
"20","W643","4","Exposure to other and unspecified animate mechanical forces: Sports and athletics area","Edition5"
"20","W644","4","Exposure to other and unspecified animate mechanical forces: Street and highway","Edition5"
"20","W645","4","Exposure to other and unspecified animate mechanical forces: Trade and service area","Edition5"
"20","W646","4","Exposure to other and unspecified animate mechanical forces: Industrial and construction area","Edition5"
"20","W647","4","Exposure to other and unspecified animate mechanical forces: Farm","Edition5"
"20","W648","4","Exposure to other and unspecified animate mechanical forces: Other specified places","Edition5"
"20","W649","4","Exposure to other and unspecified animate mechanical forces: Unspecified place","Edition5"
"20","W65","3","Drowning and submersion while in bath-tub","Edition5"
"20","W650","4","Drowning and submersion while in bath-tub: Home","Edition5"
"20","W651","4","Drowning and submersion while in bath-tub: Residential institution","Edition5"
"20","W652","4","Drowning and submersion while in bath-tub: School, other institution and public administrative area","Edition5"
"20","W653","4","Drowning and submersion while in bath-tub: Sports and athletics area","Edition5"
"20","W654","4","Drowning and submersion while in bath-tub: Street and highway","Edition5"
"20","W655","4","Drowning and submersion while in bath-tub: Trade and service area","Edition5"
"20","W656","4","Drowning and submersion while in bath-tub: Industrial and construction area","Edition5"
"20","W657","4","Drowning and submersion while in bath-tub: Farm","Edition5"
"20","W658","4","Drowning and submersion while in bath-tub: Other specified places","Edition5"
"20","W659","4","Drowning and submersion while in bath-tub: Unspecified place","Edition5"
"20","W66","3","Drowning and submersion following fall into bath-tub","Edition5"
"20","W660","4","Drowning and submersion following fall into bath-tub: Home","Edition5"
"20","W661","4","Drowning and submersion following fall into bath-tub: Residential institution","Edition5"
"20","W662","4","Drowning and submersion following fall into bath-tub: School, other institution and public administrative area","Edition5"
"20","W663","4","Drowning and submersion following fall into bath-tub: Sports and athletics area","Edition5"
"20","W664","4","Drowning and submersion following fall into bath-tub: Street and highway","Edition5"
"20","W665","4","Drowning and submersion following fall into bath-tub: Trade and service area","Edition5"
"20","W666","4","Drowning and submersion following fall into bath-tub: Industrial and construction area","Edition5"
"20","W667","4","Drowning and submersion following fall into bath-tub: Farm","Edition5"
"20","W668","4","Drowning and submersion following fall into bath-tub: Other specified places","Edition5"
"20","W669","4","Drowning and submersion following fall into bath-tub: Unspecified place","Edition5"
"20","W67","3","Drowning and submersion while in swimming-pool","Edition5"
"20","W670","4","Drowning and submersion while in swimming-pool: Home","Edition5"
"20","W671","4","Drowning and submersion while in swimming-pool: Residential institution","Edition5"
"20","W672","4","Drowning and submersion while in swimming-pool: School, other institution and public administrative area","Edition5"
"20","W673","4","Drowning and submersion while in swimming-pool: Sports and athletics area","Edition5"
"20","W674","4","Drowning and submersion while in swimming-pool: Street and highway","Edition5"
"20","W675","4","Drowning and submersion while in swimming-pool: Trade and service area","Edition5"
